"URL";"Name";"ID";"Category";"Description";"Keywords";"Version";"Age.Rating";"Language.s.";"Developer.ID";"Developer.Name";"Developer.URL";"Price";"Currency";"Size";"Last.Update.Date";"Release.Date";"Average.user.rating";"Number.of.user.ratings";"X..of.user.ratings.with.5.stars";"X..of.user.ratings.with.4.stars";"X..of.user.ratings.with.3.stars";"X..of.user.ratings.with.2.stars";"X..of.user.ratings.with.1.star";"Date"
"https://itunes.apple.com/us/app/rahah-patient/id1309890589?mt=8";"Rahah Patient";1309890589;"Medical";"A Patient Centric 24/7 Connected Health Model to improve Healthcare Outcomes through Technology for Education, Engagement, Empowerment, Monitoring & Treatment of patients virtuallyThe objective is the wellness & treatment through tools such as telemedicine, webinars, devices etc. in order to educate, empower, influence, monitor & treat the patients.This project is aimed for various specialties patients such as pregnant mothers with hypertension, pregnant mothers with gestational diabetes, cardiac patients & others too.The outcomes this project wants to achieve are multiple including better nutrition of the patient, prevention of diseases & illness, better quality of life, satisfied & empowered patient, good behavior & attitude change, better compliances.";"Rahah Patient, King Saud University- Medical City, Medical, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.3";12;"English";1249797177;"king saud university - Medical city";"https://itunes.apple.com/us/developer/king-saud-university-medical-city/id1249797177?mt=8";0;NA;23,1;"2018-09-12";"2017-11-13";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/artikpix-levels-plus/id815935954?mt=8";"ArtikPix Levels Plus";815935954;"Medical";"""It's the best app with the most flexibility I have ever used for articulation. Suzanne Berhow, SLPI absolutely adore the app! It is so clean and crisp, full of content and options! Angie Gorz, ParentAll in all, a great app. ArtikPix Levels Plus is well worth the cost. Mary Huston, SLPArtikPix Levels is the next level articulation app! ArtikPix Levels has 3 engaging activities for students to produce their speech sounds at various levels as they swipe through flashcards, find matching pairs, and spin a wheel.In ArtikPix Levels, students can practice at the word level in the Matching activity, and they can practice at the word, phrase, sentence, and paragraph levels in the Flashcards and Pick or Spin activities. During the 3 activities, students interact with real photos from 1 or more of the following 24 decks: b, ch, d, f, g, h, j, k, l, l-blends, m, n, p, r, r-blends, s, s-blends, sh, t, th, v, w, y, z.ArtikPix Levels has 1,477 total cards across the 24 decks with an average of 62 cards per deck and 126 cards in the r deck. More astounding is each target has content for the word, phrase, sentence, and paragraph levels; this means there are nearly 1,500 words, 1,500 phrases, 1,500 sentences, and 1,500 paragraphs in the app!The free version of ArtikPix Levels includes the th deck with in-app purchases to buy individual decks or all of the decks at once. The paid version of ArtikPix Levels Plus includes all 24 decks.To achieve an individualized experience for your students in ArtikPix Levels, configure each student on the following features:<U+25E6> My Decks: select the desired decks<U+25E6> Customize My Decks: customize the decks by selecting/deselecting sound groups (e.g., initial s) and individual words<U+25E6> Grammatical Levels: select word, phrase, sentence, or paragraph levels<U+25E6> Syllable Length: choose 1, 2, 3, and/or 4+ syllables<U+25E6> Matching Level: select Easy (3 pairs), Medium (6 pairs), or Hard (10 pairs)Additionally, the following features are available for your students in the activities:<U+25E6> Switch between students (up to 8 per activity) for individualized content and scoring<U+25E6> Switch between the levels via tabs at the bottom of the activities<U+25E6> Each target word is underlined in the phrase, sentence, and paragraph levels<U+25E6> Pre-recorded professional audio for the word, phrase, and sentence levels. The paragraph level does not have audio, as it is intended as a reading task.<U+25E6> Audio recording for audio feedback<U+25E6> Video recording for visual feedback<U+25E6> Take notes for each student and select prompt types (gestural, physical, verbal, visual) as necessary by tapping on a selected student<U+25E6> Scoring for each sound group (e.g., final f) separated by independent and prompted responses<U+25E6> Tallied data is automatically converted to percentage-based data<U+25E6> Undo tallying mistakes by tapping the numbers at the bottom of flashcards or matching<U+25E6> Save data in the app organized by student names, timestamps, sound group, and independent or prompted responses<U+2028><U+25E6> Export data to clipboard, email, and email as CSV<U+25E6> Configurable options for audio (e.g., auto play and tap to play audio) and visual (e.g., hide matched cards)<U+25E6> If you have purchased all of the pre-made content in the app, you can create your own custom cards using the camera, photos, or an Internet search.";"ArtikPix Levels Plus, Expressive Solutions LLC, Education, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.4";4;"English";344775900;"Expressive Solutions LLC";"https://itunes.apple.com/us/developer/expressive-solutions-llc/id344775900?mt=8";29,99;"$";423;"2017-04-23";"2014-11-06";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/riverpark-family-dental/id668866881?mt=8";"RiverPark Family Dental";668866881;"Medical";"The official app for RiverPark Family Dental (formerly Edgewood Dentistry) in Greenfield Wisconsin. In this app you will find maps of the locations for the offices and you will be able to call the office from the app or request an appointment by email. This app will also have updates with important information for our patients.";"RiverPark Family Dental, Tyler Sherman, Business, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.1.2";4;"English";598091745;"Tyler Sherman";"https://itunes.apple.com/us/developer/tyler-sherman/id598091745?mt=8";0;NA;15;"2017-01-04";"2013-07-26";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/pulseoxtool/id567756249?mt=8";"PulseOxTool";567756249;"Medical";"In 2011, pulse oximetry screening was recommended to improve the detection of critical congenital heart defects in newborns. This application was developed by Childrens Healthcare of Atlanta to aid healthcare professionals in implementing pulse oximetry screening in the newborn nursery. The algorithm is endorsed by the American Academy of Pediatrics and the American Heart Association.";"PulseOxTool, Children's Healthcare of Atlanta, Medical, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"3.0";17;"English";1034460531;"Children's Healthcare of Atlanta, Inc.";"https://itunes.apple.com/us/developer/childrens-healthcare-of-atlanta/id1034460531?mt=8";0;NA;39,8;"2016-04-20";"2012-10-22";NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/animal-health-care-center-madison/id1277753605?mt=8";"Animal Health Care Center - Madison";1277753605;"Medical";"Animal Health Care Center's app is the best way for you as a pet owner to stay current on your pet's health and remain connected with our veterinarians. Request appointments, get directions, contact our vets, see your pet's medical records, request Rx Refills, shop our online store, and more! Save money with monthly coupons, loyalty rewards, and discounts in our store for flea, tick, and heart worm treatments! We are committed to enhancing communication between pet owners and our veterinarians and look forward to helping your pet live a long and healthy life.";"Animal Health Care Center - Madison, VetScene, Inc., Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.8";4;"English";1179160572;"Vetscene, Inc.";"https://itunes.apple.com/us/developer/vetscene-inc/id1179160572?mt=8";0;NA;13,1;"2017-09-13";"2017-09-01";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/cma-joule/id1097245397?mt=8";"CMA Joule";1097245397;"Medical";"We know youre busy and need information, fast. Joule makes it easier for you to be at your best no matter where you are: working, studying, commuting. Doesnt matter. Access the best evidence to support your clinical decision-making. Sign up for an accredited course to develop your skills as a physician leader. Apply for a grant to advance your health care innovation. Take advantage of every opportunity Joule has to offer, right from your smartphone. Take Joule with you, wherever you go.CMA members get fast access to Joule products and services like:1. Innovation  Apply for a Joule Innovation Grant or enter a Joule Innovation Challenge via the Joule challenge platform.2. Learning  Extend your knowledge with a course or by reading a leadership tip. Not sure what course you need? There is a course selection tool for that, exclusive to the Joule app.3. Clinical  Access resources to take your clinical expertise to the next level: DynaMed Plus - point of care summaries covering 5000+ topics. Clinical Key - clinical support, patient education and more across 30+ specialties. CPS Online and on the RxTx app - bilingual Canadian drug information. POEMS - daily email summaries of the latest clinical studies. Ask a Librarian - expert literature searches and training. And more**please note: you must be a CMA member and have a cma.ca account to log into the Joule app**";"CMA Joule, Canadian Medical Association, Medical, Productivity, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.1.0";17;"English, French";635343697;"Canadian Medical Association";"https://itunes.apple.com/us/developer/canadian-medical-association/id635343697?mt=8";0;NA;42,2;"2018-10-19";"2016-04-24";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/nccn-patient-guides-for-cancer/id1168594706?mt=8";"NCCN Patient Guides for Cancer";1168594706;"Medical";"NCCN Guidelines for Patients are easy-to-understand resources based on the same clinical practice guidelines used by health care professionals around the world to determine the best way to treat a patient with cancer. They list options for cancer care that are most likely to have the best results.NCCN Guidelines for Patients feature questions to ask your doctor, patient-friendly illustrations, and large glossaries of terms used in cancer care. This format give you access to the same information as your doctor. You will be able to talk to your health care team and decide what care and treatment options are best for you. The one-page NCCN Quick Guide sheets also summarize key points in the NCCN Guidelines for Patients and refer you back to the exact place in the full booklet to find more information.";"NCCN Patient Guides for Cancer, National Comprehensive Cancer Network®, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.0.1";17;"English";1168594705;"National Comprehensive Cancer Network Inc";"https://itunes.apple.com/us/developer/national-comprehensive-cancer-network/id1168594705?mt=8";0;NA;14;"2017-06-14";"2016-10-26";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/social-norms/id853783875?mt=8";"Social Norms";853783875;"Medical";"****I really liked this app. With lots of stories already pre-made it saves me a lot of time and means that I can access stories for my kids right away.(Maureen, M.S.CCC-SLP)****The Social Norms app was created by a certified speech and language pathologist for children with autism spectrum disorder. This app helps children learn social rules and behaviors through stories. The Social Norms app is ideal for parents, educators, and speech language pathologists as it allows full customization. The users have the ability to add their own photos, text, and audio recordings to create individualized stories that teach specific skills that the child with autism spectrum disorder may have difficulty learning or understanding. The Social Norms app includes over 50 stories with clear graphics in the following categories:11 Manners Stories:  Saying Thank You, Excuse Me, I Am Sorry,  Saying Hi , Using the Inside Voice, Sharing with Friends, Asking for Help, Waiting for My Turn to Talk, Personal Space , Picking the Nose, Passing Gas15 Hygiene and Health Stories: Washing Hands, Brushing Teeth, Washing Hair, Brushing Hair, Taking a Bath, Showering,  Getting Dressed, Trimming the Nails,  Using Hand Lotion, Putting Sunscreen, Using the Toilet, Headache, Stomachache, Runny Nose, Eating HealthyThree Safety Stories: Crossing the Street, Bike Safety, Seat Belts Six Home Stories: Going to Bed, Cleaning Up Toys, Doing Homework, Helping Mom and Dad, Staying in the Chair During MealtimeEight School Stories: Asking Someone to Play with Me, Waiting in the Hall, Answering in the Classroom, Being Bullied, Being Teased, Recess, Fire Drill, Following Directions in the ClassroomFive Community Stories: Going to the Dentist, Going to the Doctor, Going to the Hairdresser, Going to the Restaurant, Going ShoppingFive Behavior Stories: Biting Others, Pushing Others, Pulling Others Hair, Hitting the Head on the Wall, Running AwayAlthough research is still needed in the area of teaching social skills to children with autism spectrum disorders through stories, a number of studies have concluded that using stories to teach particular social behaviors or skills are in fact successful and children may benefit from this type of intervention. Furthermore, evidence indicates that incorporating visual aids (e.g., visual activity schedules) has positive findings, suggesting that visual aids can be effective for teaching social skills and interactions (Reichow & Volkmar, 2010, p 161).The National Standards Project (National Autism Center, 2010) also supports teaching social skills through stories as an established treatment for children with autism spectrum disorder for children ages six to 14, with evidence-based findings. References: Reichow, B., & Volkmar, F. R. (2010). Social skills interventions for individuals with autism: Evaluation for evidence-based practices with a best evidence synthesis framework. Journal of Autism and Developmental Disorders, 40, 149-166.";"Social Norms, Virtual Speech Center Inc., Education, Medical, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";455333785;"Virtual Speech Center Inc.";"https://itunes.apple.com/us/developer/virtual-speech-center-inc/id455333785?mt=8";9,99;"$";79;"2017-04-12";"2014-04-15";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/kbiz/id1404406288?mt=8";"Kbiz";1404406288;"Health&Fitness";"DescriptionSearch Anything, Anytime, Anywhere using K-BIZ App by K-BizdirYou can do online search, get instant products and services around you through K-Bizdir App. You can book a table at your favorite restaurant, book flights, order food online, book an appointment with your doctor, book a hotel room for your travel, book a car test drive and do much more in just a few clicks.Search Anything, Anytime, Anywhere using K-BIZ App by K-Bizdir. You get Phone Numbers, Addresses, K-BIZ app works as a one stop solution for all your daily needs whether it is information about Movies in Cinema Theatres near your area, Restaurants next door, Hotels, Doctors, Electronics Stores, Taxi Services, Florists, Airlines, Resorts, Real Estate or as simple as the nearest one, K-Bizdir has it all. You can enjoy some of the amazing features listed below when you download the K-BIZ App:Order Food :-Order food on the goQuickly find restaurant info such as phone numbers, addresses and driving directions, and hours of operationHotel Bookings :--Travels ServicesOther services like Cab Booking, Train Booking, Order Food in Train, Book A Table, Grocery Shopping, Booking a Car Test Drive, Flight Booking, Book A Doctor Appointment, Order Flowers, Order Medicine, AC Repair Services and can also be availed of in few clicks.Other Valuable Features :--Add / Search businesses to your list of Favorites for ease of useShare K-BIZ App with your friends and enjoy unlimited searching optionsGet directions through interactive K-BIZ map*Call any business by just one tapSo GO Ahead and download the K-BIZ APP today and get your Smartphone to do much more than just call, chat and play!";"Kbiz, Anand M, Business, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.1";4;"English";1404406287;"Anand M";"https://itunes.apple.com/us/developer/anand-m/id1404406287?mt=8";0;NA;12,6;"2018-09-21";"2018-09-18";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
"https://itunes.apple.com/us/app/lifeline-16-911/id1245572485?mt=8";"Lifeline 16-911";1245572485;"Medical";"LIFELINE 16-911 is a mobile application you can use for emergencies.A quick response tool for both life and non-life threatening emergencies, with just a press of a button you can send a distress signal to LIFELINE 16-911 Command Center. The LIFELINE Command Center will find the available emergency units within your area for assistance, with over 40 ambulances with multiple points of dispatch.You can gain access to LIFELINE 16-911 Services such as:-  Emergency Quick Response-  Inter facility Transfers-  Ambulance Standbys-  Medical Airlifts-  D.O.C. Programsand other benefits.LIFELINE 16-911 Mobile Application Main Features:* GPS TRACKING    GPS tracking of your location anywhere in the Philippines. Just open the application,     press the button and Lifeline will do the rest.* PAYMENT FOR SERVICES    You can pay the service you availed through the application, again, just like in our     Lifeline Membership web page.* APPLY FOR MEMBERSHIP    You can apply for individual or household membership just like in our Lifeline     Membership web page.* STATUS AND TRANSACTIONS    You can check the status of your membership and the details of your previous     transactions.Download the app and join LIFELINE 16-911 today.For more details please visit LIFELINE website: http://www.lifeline.com.ph/services/";"Lifeline 16-911, Galileo Software Services Inc., Medical, Utilities, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.2.1";4;"English";1148004367;"Galileo Software Services Inc.";"https://itunes.apple.com/us/developer/galileo-software-services-inc/id1148004367?mt=8";0;NA;80;"2018-02-28";"2017-07-03";NA;NA;NA;NA;NA;NA;NA;"2018-10-26"
"https://itunes.apple.com/us/app/te-ohu-auahi-mutunga-toam/id1195767761?mt=8";"Te Ohu Auahi Mutunga - TOAM";1195767761;"Medical";"Te Ohu Auahi Mutunga is a collection of Iwi and Maori Health Providers with invited partner Central Primary Health Organisation. For the first time, Maori and non-Maori services are working together to provide a seamless and inclusive district-wide smoking cessation service across the MidCentral DHB. Download the App and receive exclusive Quit Smoking resources.";"Te Ohu Auahi Mutunga - TOAM, Konnect Applications, Medical, Lifestyle, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"1.2";4;"English, Danish, Dutch, French, German, Hebrew, Italian, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Turkish";1112936540;"Konnect Applications Limited";"https://itunes.apple.com/us/developer/konnect-applications/id1112936540?mt=8";0;NA;30,5;"2017-03-13";"2017-01-18";NA;NA;NA;NA;NA;NA;NA;"2018-10-24"
"https://itunes.apple.com/us/app/sirius-dog-fitness/id1398243142?mt=8";"Sirius Dog Fitness";1398243142;"Health&Fitness";"Sirius Dog Fitness is a mobile app for all dog lovers. Using this app, dog owners will find tips about easy exercises with positive effects on the dog's musculoskeletal system.";"Sirius Dog Fitness, Susanna Vartiainen, Health & Fitness, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes";"2.4.3";17;"English, Finnish, German, Swedish";1398243141;"Susanna Vartiainen";"https://itunes.apple.com/us/developer/susanna-vartiainen/id1398243141?mt=8";0;NA;51,5;"2018-10-17";"2018-07-12";NA;NA;NA;NA;NA;NA;NA;"2018-10-25"
